X,Y,PredictedY,Error
1.215453,1.215393,1.214514,0.000879
1.215799,1.215789,1.214861,0.000928
1.216146,1.216153,1.215207,0.000946
1.216492,1.216433,1.215554,0.000880
1.216838,1.216841,1.215900,0.000941
1.217185,1.217133,1.216246,0.000886
1.217531,1.217498,1.216593,0.000905
1.217878,1.217817,1.216939,0.000878
1.218224,1.218145,1.217286,0.000859
1.218570,1.218582,1.217632,0.000950
1.218917,1.218910,1.217978,0.000932
1.219263,1.219219,1.218325,0.000894
1.219610,1.219536,1.218671,0.000865
1.219956,1.219814,1.219018,0.000796
1.220303,1.220183,1.219364,0.000819
1.220649,1.220538,1.219711,0.000827
1.220995,1.220894,1.220057,0.000837
1.221342,1.221346,1.220403,0.000943
1.221688,1.221692,1.220750,0.000942
1.222035,1.221975,1.221096,0.000878
1.222381,1.222358,1.221443,0.000916
1.222727,1.222727,1.221789,0.000938
1.223074,1.222977,1.222135,0.000842
1.223420,1.223271,1.222482,0.000789
1.223767,1.223744,1.222828,0.000916
1.224113,1.223961,1.223175,0.000786
1.224459,1.224408,1.223521,0.000887
1.224806,1.224809,1.223867,0.000942
1.225152,1.225066,1.224214,0.000852
1.225499,1.225485,1.224560,0.000925
1.225845,1.225715,1.224907,0.000808
1.226192,1.226127,1.225253,0.000874
1.226538,1.226521,1.225600,0.000922
1.226884,1.226840,1.225946,0.000894
1.227231,1.227210,1.226292,0.000917
1.227577,1.227421,1.226639,0.000782
1.227924,1.227904,1.226985,0.000919
1.228270,1.228241,1.227332,0.000909
1.228616,1.228491,1.227678,0.000813
1.228963,1.228964,1.228024,0.000939
1.229309,1.229292,1.228371,0.000921
1.229656,1.229512,1.228717,0.000795
1.230002,1.229868,1.229064,0.000804
1.230348,1.230224,1.229410,0.000813
1.230695,1.230648,1.229756,0.000891
1.231041,1.230896,1.230103,0.000793
1.231388,1.231256,1.230449,0.000806
1.231734,1.231722,1.230796,0.000927
1.232080,1.232039,1.231142,0.000897
1.232427,1.232420,1.231488,0.000931
1.232773,1.232735,1.231835,0.000900
1.233120,1.233103,1.232181,0.000921
1.233466,1.233336,1.232528,0.000808
1.233813,1.233742,1.232874,0.000868
1.234159,1.234022,1.233221,0.000802
1.234505,1.234418,1.233567,0.000851
1.234852,1.234706,1.233913,0.000793
1.235198,1.235051,1.234260,0.000791
1.235545,1.235464,1.234606,0.000858
1.235891,1.235862,1.234953,0.000909
1.236237,1.236087,1.235299,0.000788
1.236584,1.236501,1.235645,0.000856
1.236930,1.236843,1.235992,0.000852
1.237277,1.237251,1.236338,0.000912
1.237623,1.237606,1.236685,0.000922
1.237970,1.237921,1.237031,0.000890
1.238316,1.238187,1.237377,0.000810
1.238662,1.238618,1.237724,0.000894
1.239009,1.238881,1.238070,0.000811
1.239355,1.239215,1.238417,0.000799
1.239702,1.239652,1.238763,0.000889
1.240048,1.239974,1.239110,0.000865
1.240394,1.240371,1.239456,0.000915
1.240741,1.240685,1.239802,0.000883
1.241087,1.240991,1.240149,0.000842
1.241434,1.241348,1.240495,0.000853
1.241780,1.241693,1.240842,0.000851
1.242126,1.241999,1.241188,0.000811
1.242473,1.242337,1.241534,0.000803
1.242819,1.242721,1.241881,0.000840
1.243166,1.243108,1.242227,0.000881
1.243512,1.243474,1.242574,0.000901
1.243858,1.243751,1.242920,0.000831
1.244205,1.244159,1.243266,0.000892
1.244551,1.244465,1.243613,0.000853
1.244898,1.244876,1.243959,0.000917
1.245244,1.245124,1.244306,0.000818
1.245590,1.245559,1.244652,0.000907
1.245937,1.245881,1.244998,0.000882
1.246283,1.246148,1.245345,0.000803
1.246630,1.246645,1.245691,0.000954
1.246976,1.246988,1.246038,0.000951
1.247323,1.247168,1.246384,0.000784
1.247669,1.247554,1.246731,0.000823
1.248015,1.247984,1.247077,0.000907
1.248362,1.248281,1.247423,0.000858
1.248708,1.248692,1.247770,0.000923
1.249055,1.248929,1.248116,0.000813
1.249401,1.249412,1.248463,0.000949
1.249747,1.249605,1.248809,0.000796
1.250094,1.249944,1.249155,0.000789
1.250440,1.250425,1.249502,0.000924
1.250787,1.250656,1.249848,0.000808
1.251133,1.251107,1.250195,0.000912
1.251480,1.251353,1.250541,0.000812
1.251826,1.251838,1.250887,0.000950
1.252172,1.252064,1.251234,0.000830
1.252519,1.252430,1.251580,0.000849
1.252865,1.252805,1.251927,0.000878
1.253211,1.253105,1.252273,0.000832
1.253558,1.253418,1.252620,0.000798
1.253904,1.253814,1.252966,0.000848
1.254251,1.254255,1.253312,0.000943
1.254597,1.254567,1.253659,0.000908
1.254944,1.254927,1.254005,0.000922
1.255290,1.255302,1.254351,0.000950
1.255636,1.255597,1.254698,0.000899
1.255983,1.255836,1.255044,0.000792
1.256329,1.256234,1.255391,0.000843
1.256676,1.256624,1.255737,0.000887
1.257022,1.256940,1.256084,0.000857
1.257368,1.257350,1.256430,0.000920
1.257715,1.257667,1.256776,0.000890
1.258061,1.258007,1.257123,0.000884
1.258408,1.258376,1.257469,0.000906
1.258754,1.258715,1.257816,0.000899
1.259100,1.259011,1.258162,0.000849
1.259447,1.259423,1.258508,0.000914
1.259793,1.259808,1.258855,0.000954
1.260140,1.260022,1.259201,0.000821
1.260486,1.260367,1.259548,0.000819
1.260833,1.260827,1.259894,0.000933
1.261179,1.261051,1.260241,0.000810
1.261525,1.261380,1.260587,0.000793
1.261872,1.261824,1.260933,0.000890
1.262218,1.262180,1.261280,0.000901
1.262565,1.262537,1.261626,0.000911
1.262911,1.262824,1.261973,0.000852
1.263257,1.263107,1.262319,0.000788
1.263604,1.263455,1.262665,0.000790
1.263950,1.263899,1.263012,0.000887
1.264297,1.264269,1.263358,0.000911
1.264643,1.264522,1.263705,0.000818
1.264989,1.264986,1.264051,0.000935
1.265336,1.265296,1.264397,0.000898
1.265682,1.265584,1.264744,0.000840
1.266029,1.265873,1.265090,0.000783
1.266375,1.266364,1.265437,0.000928
1.266721,1.266578,1.265783,0.000795
1.267068,1.266934,1.266129,0.000804
1.267414,1.267343,1.266476,0.000867
1.267761,1.267683,1.266822,0.000860
1.268107,1.268112,1.267169,0.000943
1.268454,1.268297,1.267515,0.000782
1.268800,1.268707,1.267861,0.000846
1.269146,1.269097,1.268208,0.000889
1.269493,1.269456,1.268554,0.000901
1.269839,1.269795,1.268901,0.000894
1.270186,1.270070,1.269247,0.000822
1.270532,1.270427,1.269594,0.000834
1.270878,1.270814,1.269940,0.000874
1.271225,1.271119,1.270286,0.000833
1.271571,1.271491,1.270633,0.000858
1.271918,1.271929,1.270979,0.000949
1.272264,1.272256,1.271326,0.000930
1.272610,1.272556,1.271672,0.000884
1.272957,1.272878,1.272018,0.000859
1.273303,1.273266,1.272365,0.000901
1.273650,1.273611,1.272711,0.000900
1.273996,1.273967,1.273058,0.000909
1.274343,1.274190,1.273404,0.000786
1.274689,1.274585,1.273751,0.000834
1.275035,1.275003,1.274097,0.000906
1.275382,1.275314,1.274443,0.000870
1.275728,1.275598,1.274790,0.000808
1.276075,1.275992,1.275136,0.000856
1.276421,1.276277,1.275483,0.000795
1.276767,1.276756,1.275829,0.000927
1.277114,1.277065,1.276175,0.000889
1.277460,1.277357,1.276522,0.000835
1.277807,1.277720,1.276868,0.000852
1.278153,1.278061,1.277215,0.000846
1.278499,1.278447,1.277561,0.000886
1.278846,1.278710,1.277907,0.000802
1.279192,1.279040,1.278254,0.000787
1.279539,1.279530,1.278600,0.000930
1.279885,1.279852,1.278947,0.000905
1.280231,1.280081,1.279293,0.000788
1.280578,1.280463,1.279639,0.000823
1.280924,1.280869,1.279986,0.000883
1.281271,1.281277,1.280332,0.000945
1.281617,1.281460,1.280679,0.000782
1.281964,1.281891,1.281025,0.000866
1.282310,1.282220,1.281372,0.000849
1.282656,1.282594,1.281718,0.000876
1.283003,1.282859,1.282064,0.000795
1.283349,1.283292,1.282411,0.000881
1.283696,1.283612,1.282757,0.000854
1.284042,1.284038,1.283104,0.000935
1.284388,1.284272,1.283450,0.000822
1.284735,1.284606,1.283796,0.000809
1.285081,1.285061,1.284143,0.000919
1.285428,1.285379,1.284489,0.000890
1.285774,1.285751,1.284836,0.000915
1.286120,1.286121,1.285182,0.000939
1.286467,1.286325,1.285528,0.000796
1.286813,1.286819,1.285875,0.000944
1.287160,1.287112,1.286221,0.000890
1.287506,1.287471,1.286568,0.000903
1.287853,1.287725,1.286914,0.000811
1.288199,1.288150,1.287261,0.000890
1.288545,1.288440,1.287607,0.000833
1.288892,1.288752,1.287953,0.000799
1.289238,1.289176,1.288300,0.000876
1.289585,1.289595,1.288646,0.000948
1.289931,1.289873,1.288993,0.000881
1.290277,1.290172,1.289339,0.000833
1.290624,1.290623,1.289685,0.000938
1.290970,1.290865,1.290032,0.000833
1.291317,1.291200,1.290378,0.000822
1.291663,1.291664,1.290725,0.000940
1.292009,1.292020,1.291071,0.000949
1.292356,1.292332,1.291417,0.000914
1.292702,1.292651,1.291764,0.000887
1.293049,1.293041,1.292110,0.000931
1.293395,1.293287,1.292457,0.000830
1.293741,1.293754,1.292803,0.000951
1.294088,1.294043,1.293149,0.000894
1.294434,1.294329,1.293496,0.000833
1.294781,1.294631,1.293842,0.000789
1.295127,1.295084,1.294189,0.000896
1.295474,1.295427,1.294535,0.000892
1.295820,1.295726,1.294882,0.000844
1.296166,1.296010,1.295228,0.000782
1.296513,1.296399,1.295574,0.000825
1.296859,1.296822,1.295921,0.000901
1.297206,1.297175,1.296267,0.000907
1.297552,1.297406,1.296614,0.000792
1.297898,1.297911,1.296960,0.000951
1.298245,1.298203,1.297306,0.000896
1.298591,1.298607,1.297653,0.000954
1.298938,1.298922,1.297999,0.000923
1.299284,1.299289,1.298346,0.000943
1.299630,1.299607,1.298692,0.000915
1.299977,1.299834,1.299038,0.000796
1.300323,1.300241,1.299385,0.000856
1.300670,1.300585,1.299731,0.000854
1.301016,1.300927,1.300078,0.000849
1.301363,1.301267,1.300424,0.000843
1.301709,1.301639,1.300771,0.000869
1.302055,1.301948,1.301117,0.000831
1.302402,1.302298,1.301463,0.000834
1.302748,1.302672,1.301810,0.000862
1.303095,1.302947,1.302156,0.000791
1.303441,1.303338,1.302503,0.000835
1.303787,1.303650,1.302849,0.000801
1.304134,1.303978,1.303195,0.000782
1.304480,1.304357,1.303542,0.000815
1.304827,1.304691,1.303888,0.000803
1.305173,1.305076,1.304235,0.000841
1.305519,1.305493,1.304581,0.000912
1.305866,1.305730,1.304927,0.000802
1.306212,1.306212,1.305274,0.000938
1.306559,1.306426,1.305620,0.000805
1.306905,1.306881,1.305967,0.000914
1.307251,1.307198,1.306313,0.000885
1.307598,1.307572,1.306659,0.000913
1.307944,1.307918,1.307006,0.000912
1.308291,1.308226,1.307352,0.000873
1.308637,1.308561,1.307699,0.000862
1.308984,1.308891,1.308045,0.000846
1.309330,1.309233,1.308392,0.000841
1.309676,1.309684,1.308738,0.000946
1.310023,1.309963,1.309084,0.000878
1.310369,1.310282,1.309431,0.000851
1.310716,1.310626,1.309777,0.000849
1.311062,1.310925,1.310124,0.000801
1.311408,1.311379,1.310470,0.000909
1.311755,1.311744,1.310816,0.000927
1.312101,1.312022,1.311163,0.000859
1.312448,1.312304,1.311509,0.000795
1.312794,1.312752,1.311856,0.000896
1.313141,1.313063,1.312202,0.000860
1.313487,1.313408,1.312548,0.000860
1.313833,1.313812,1.312895,0.000917
1.314180,1.314119,1.313241,0.000877
1.314526,1.314459,1.313588,0.000871
1.314873,1.314813,1.313934,0.000879
1.315219,1.315142,1.314281,0.000862
1.315565,1.315464,1.314627,0.000837
1.315912,1.315822,1.314973,0.000849
1.316258,1.316103,1.315320,0.000784
1.316605,1.316477,1.315666,0.000811
1.316951,1.316911,1.316013,0.000898
1.317297,1.317256,1.316359,0.000897
1.317644,1.317601,1.316705,0.000896
1.317990,1.317849,1.317052,0.000798
1.318337,1.318188,1.317398,0.000790
1.318683,1.318603,1.317745,0.000859
1.319029,1.318925,1.318091,0.000834
1.319376,1.319221,1.318437,0.000784
1.319722,1.319714,1.318784,0.000930
1.320069,1.319979,1.319130,0.000849
1.320415,1.320266,1.319477,0.000789
1.320761,1.320757,1.319823,0.000934
1.321108,1.321102,1.320169,0.000933
1.321454,1.321320,1.320516,0.000804
1.321801,1.321658,1.320862,0.000795
1.322147,1.322049,1.321209,0.000840
1.322494,1.322369,1.321555,0.000814
1.322840,1.322851,1.321902,0.000949
1.323186,1.323066,1.322248,0.000818
1.323533,1.323422,1.322594,0.000827
1.323879,1.323876,1.322941,0.000935
1.324226,1.324106,1.323287,0.000819
1.324572,1.324585,1.323634,0.000952
1.324918,1.324787,1.323980,0.000807
1.325265,1.325224,1.324326,0.000898
1.325611,1.325556,1.324673,0.000883
1.325958,1.325823,1.325019,0.000804
1.326304,1.326301,1.325366,0.000935
1.326651,1.326661,1.325712,0.000949
1.326997,1.326899,1.326058,0.000841
1.327343,1.327273,1.326405,0.000868
1.327690,1.327580,1.326751,0.000829
1.328036,1.327920,1.327098,0.000822
1.328382,1.328251,1.327444,0.000807
1.328729,1.328593,1.327790,0.000802
1.329075,1.328942,1.328137,0.000805
1.329422,1.329351,1.328483,0.000868
1.329768,1.329713,1.328830,0.000884
1.330115,1.330124,1.329176,0.000947
1.330461,1.330346,1.329522,0.000823
1.330807,1.330665,1.329869,0.000796
1.331154,1.331069,1.330215,0.000853
1.331500,1.331468,1.330562,0.000906
1.331847,1.331785,1.330908,0.000876
1.332193,1.332129,1.331255,0.000875
1.332539,1.332529,1.331601,0.000928
1.332886,1.332890,1.331947,0.000943
1.333232,1.333224,1.332294,0.000930
1.333579,1.333468,1.332640,0.000827
1.333925,1.333884,1.332987,0.000898
1.334271,1.334144,1.333333,0.000811
1.334618,1.334613,1.333679,0.000934
1.334964,1.334870,1.334026,0.000844
1.335311,1.335244,1.334372,0.000872
1.335657,1.335630,1.334719,0.000911
1.336004,1.336000,1.335065,0.000935
1.336350,1.336321,1.335412,0.000910
1.336696,1.336704,1.335758,0.000947
1.337043,1.336981,1.336104,0.000876
1.337389,1.337267,1.336451,0.000817
1.337736,1.337621,1.336797,0.000824
1.338082,1.338046,1.337144,0.000902
1.338428,1.338440,1.337490,0.000950
1.338775,1.338691,1.337836,0.000855
1.339121,1.338984,1.338183,0.000802
1.339468,1.339393,1.338529,0.000864
1.339814,1.339820,1.338876,0.000944
1.340160,1.340019,1.339222,0.000797
1.340507,1.340429,1.339568,0.000861
1.340853,1.340721,1.339915,0.000806
1.341200,1.341176,1.340261,0.000915
1.341546,1.341429,1.340608,0.000822
1.341892,1.341742,1.340954,0.000787
1.342239,1.342201,1.341300,0.000901
1.342585,1.342507,1.341647,0.000860
1.342932,1.342896,1.341993,0.000902
1.343278,1.343191,1.342340,0.000852
1.343625,1.343489,1.342686,0.000802
1.343971,1.343928,1.343032,0.000895
1.344317,1.344185,1.343379,0.000806
1.344664,1.344509,1.343725,0.000784
1.345010,1.344913,1.344072,0.000842
1.345357,1.345344,1.344418,0.000925
1.345703,1.345636,1.344765,0.000872
1.346049,1.346008,1.345111,0.000897
1.346396,1.346351,1.345457,0.000894
1.346742,1.346592,1.345804,0.000788
1.347089,1.347023,1.346150,0.000873
1.347435,1.347380,1.346497,0.000884
1.347781,1.347660,1.346843,0.000817
1.348128,1.348057,1.347189,0.000867
1.348474,1.348364,1.347536,0.000828
1.348821,1.348802,1.347882,0.000920
1.349167,1.349087,1.348229,0.000859
1.349514,1.349409,1.348575,0.000834
1.349860,1.349786,1.348922,0.000864
1.350206,1.350180,1.349268,0.000912
1.350553,1.350424,1.349614,0.000810
1.350899,1.350879,1.349961,0.000918
1.351246,1.351120,1.350307,0.000813
1.351592,1.351604,1.350654,0.000951
1.351938,1.351807,1.351000,0.000808
1.352285,1.352216,1.351346,0.000870
1.352631,1.352491,1.351693,0.000798
1.352978,1.352969,1.352039,0.000930
1.353324,1.353248,1.352386,0.000862
1.353670,1.353680,1.352732,0.000948
1.354017,1.353933,1.353078,0.000855
1.354363,1.354209,1.353425,0.000784
1.354710,1.354616,1.353771,0.000845
1.355056,1.355016,1.354118,0.000898
1.355402,1.355248,1.354464,0.000784
1.355749,1.355631,1.354810,0.000821
1.356095,1.355983,1.355157,0.000826
1.356442,1.356436,1.355503,0.000933
1.356788,1.356689,1.355850,0.000839
1.357135,1.357010,1.356196,0.000814
1.357481,1.357386,1.356543,0.000844
1.357827,1.357727,1.356889,0.000838
1.358174,1.358141,1.357235,0.000906
1.358520,1.358464,1.357582,0.000883
1.358867,1.358722,1.357928,0.000794
1.359213,1.359212,1.358275,0.000937
1.359559,1.359414,1.358621,0.000793
1.359906,1.359866,1.358967,0.000899
1.360252,1.360195,1.359314,0.000881
1.360599,1.360612,1.359660,0.000952
1.360945,1.360932,1.360007,0.000925
1.361291,1.361198,1.360353,0.000845
1.361638,1.361606,1.360699,0.000907
1.361984,1.361932,1.361046,0.000886
1.362331,1.362246,1.361392,0.000853
1.362677,1.362618,1.361739,0.000880
1.363024,1.362962,1.362085,0.000877
1.363370,1.363260,1.362432,0.000828
1.363716,1.363731,1.362778,0.000953
1.364063,1.364046,1.363124,0.000922
1.364409,1.364269,1.363471,0.000799
1.364756,1.364722,1.363817,0.000905
1.365102,1.364991,1.364164,0.000828
1.365448,1.365389,1.364510,0.000879
1.365795,1.365692,1.364856,0.000836
1.366141,1.366083,1.365203,0.000880
1.366488,1.366471,1.365549,0.000922
1.366834,1.366734,1.365896,0.000838
1.367180,1.367135,1.366242,0.000893
1.367527,1.367391,1.366588,0.000802
1.367873,1.367803,1.366935,0.000868
1.368220,1.368064,1.367281,0.000783
1.368566,1.368518,1.367628,0.000890
1.368912,1.368919,1.367974,0.000945
1.369259,1.369136,1.368320,0.000815
1.369605,1.369503,1.368667,0.000836
1.369952,1.369848,1.369013,0.000835
1.370298,1.370310,1.369360,0.000950
1.370645,1.370532,1.369706,0.000826
1.370991,1.370943,1.370053,0.000891
1.371337,1.371285,1.370399,0.000886
1.371684,1.371592,1.370745,0.000847
1.372030,1.372033,1.371092,0.000941
1.372377,1.372385,1.371438,0.000947
1.372723,1.372660,1.371785,0.000875
1.373069,1.373011,1.372131,0.000880
1.373416,1.373306,1.372477,0.000828
1.373762,1.373761,1.372824,0.000938
1.374109,1.374011,1.373170,0.000841
1.374455,1.374409,1.373517,0.000892
1.374801,1.374737,1.373863,0.000874
1.375148,1.375075,1.374209,0.000866
1.375494,1.375365,1.374556,0.000809
1.375841,1.375802,1.374902,0.000900
1.376187,1.376137,1.375249,0.000888
1.376534,1.376428,1.375595,0.000833
1.376880,1.376868,1.375942,0.000926
1.377226,1.377070,1.376288,0.000782
1.377573,1.377500,1.376634,0.000865
1.377919,1.377804,1.376981,0.000823
1.378266,1.378225,1.377327,0.000898
1.378612,1.378607,1.377674,0.000933
1.378958,1.378852,1.378020,0.000832
1.379305,1.379161,1.378366,0.000794
1.379651,1.379554,1.378713,0.000841
1.379998,1.379848,1.379059,0.000788
1.380344,1.380220,1.379406,0.000814
1.380690,1.380637,1.379752,0.000885
1.381037,1.380954,1.380098,0.000855
1.381383,1.381396,1.380445,0.000951
1.381730,1.381684,1.380791,0.000893
1.382076,1.382002,1.381138,0.000864
1.382422,1.382394,1.381484,0.000910
1.382769,1.382772,1.381830,0.000942
1.383115,1.383067,1.382177,0.000890
1.383462,1.383340,1.382523,0.000817
1.383808,1.383721,1.382870,0.000852
1.384155,1.384167,1.383216,0.000950
1.384501,1.384457,1.383563,0.000895
1.384847,1.384742,1.383909,0.000833
1.385194,1.385134,1.384255,0.000879
1.385540,1.385431,1.384602,0.000829
1.385887,1.385899,1.384948,0.000951
1.386233,1.386116,1.385295,0.000821
1.386579,1.386525,1.385641,0.000884
1.386926,1.386784,1.385987,0.000797
1.387272,1.387131,1.386334,0.000798
1.387619,1.387499,1.386680,0.000819
1.387965,1.387933,1.387027,0.000907
1.388312,1.388217,1.387373,0.000844
1.388658,1.388559,1.387719,0.000839
1.389004,1.388977,1.388066,0.000911
1.389351,1.389324,1.388412,0.000912
1.389697,1.389548,1.388759,0.000790
1.390043,1.390050,1.389105,0.000945
1.390390,1.390375,1.389452,0.000923
1.390736,1.390737,1.389798,0.000939
1.391083,1.391061,1.390144,0.000917
1.391429,1.391435,1.390491,0.000944
1.391776,1.391680,1.390837,0.000843
1.392122,1.392127,1.391183,0.000943
1.392468,1.392433,1.391530,0.000903
1.392815,1.392770,1.391876,0.000894
1.393161,1.393091,1.392223,0.000869
1.393508,1.393363,1.392569,0.000794
1.393854,1.393736,1.392916,0.000821
1.394200,1.394135,1.393262,0.000873
1.394547,1.394475,1.393608,0.000866
1.394893,1.394793,1.393955,0.000838
1.395240,1.395150,1.394301,0.000849
1.395586,1.395455,1.394648,0.000807
1.395932,1.395947,1.394994,0.000953
1.396279,1.396274,1.395340,0.000934
1.396625,1.396470,1.395687,0.000783
1.396972,1.396944,1.396033,0.000911
1.397318,1.397172,1.396380,0.000792
1.397665,1.397584,1.396726,0.000858
1.398011,1.397910,1.397073,0.000837
1.398357,1.398256,1.397419,0.000837
1.398704,1.398624,1.397765,0.000859
1.399050,1.399018,1.398112,0.000907
1.399397,1.399306,1.398458,0.000847
1.399743,1.399612,1.398805,0.000807
1.400089,1.399968,1.399151,0.000817
1.400436,1.400388,1.399497,0.000891
1.400782,1.400718,1.399844,0.000875
1.401129,1.401080,1.400190,0.000889
1.401475,1.401377,1.400537,0.000840
1.401821,1.401694,1.400883,0.000811
1.402168,1.402092,1.401229,0.000863
1.402514,1.402468,1.401576,0.000893
1.402861,1.402765,1.401922,0.000843
1.403207,1.403155,1.402269,0.000887
1.403553,1.403453,1.402615,0.000838
1.403900,1.403752,1.402961,0.000791
1.404246,1.404109,1.403308,0.000801
1.404593,1.404533,1.403654,0.000878
1.404939,1.404934,1.404001,0.000933
1.405286,1.405211,1.404347,0.000864
1.405632,1.405571,1.404693,0.000877
1.405978,1.405981,1.405040,0.000941
1.406325,1.406172,1.405386,0.000785
1.406671,1.406524,1.405733,0.000792
1.407018,1.406950,1.406079,0.000871
1.407364,1.407211,1.406426,0.000785
1.407710,1.407618,1.406772,0.000846
1.408057,1.407918,1.407118,0.000800
1.408403,1.408370,1.407465,0.000906
1.408750,1.408622,1.407811,0.000811
1.409096,1.409076,1.408158,0.000918
1.409442,1.409427,1.408504,0.000923
1.409789,1.409649,1.408850,0.000799
1.410135,1.410072,1.409197,0.000875
1.410482,1.410412,1.409543,0.000869
1.410828,1.410726,1.409890,0.000836
1.411175,1.411116,1.410236,0.000880
1.411521,1.411468,1.410583,0.000885
1.411867,1.411768,1.410929,0.000839
1.412214,1.412102,1.411275,0.000827
1.412560,1.412423,1.411622,0.000801
1.412907,1.412798,1.411968,0.000830
1.413253,1.413166,1.412315,0.000851
1.413599,1.413469,1.412661,0.000808
1.413946,1.413854,1.413007,0.000846
1.414292,1.414192,1.413354,0.000839
1.414639,1.414588,1.413700,0.000888
1.414985,1.414921,1.414047,0.000874
1.415331,1.415264,1.414393,0.000870
1.415678,1.415536,1.414739,0.000797
1.416024,1.415901,1.415086,0.000815
1.416371,1.416312,1.415432,0.000880
1.416717,1.416723,1.415779,0.000945
1.417063,1.416949,1.416125,0.000824
1.417410,1.417256,1.416471,0.000785
1.417756,1.417752,1.416818,0.000934
1.418103,1.418069,1.417164,0.000905
1.418449,1.418392,1.417511,0.000881
1.418796,1.418710,1.417857,0.000853
1.419142,1.419069,1.418204,0.000865
1.419488,1.419357,1.418550,0.000807
1.419835,1.419824,1.418896,0.000928
1.420181,1.420178,1.419243,0.000935
1.420528,1.420494,1.419589,0.000905
1.420874,1.420723,1.419936,0.000787
1.421220,1.421100,1.420282,0.000818
1.421567,1.421571,1.420628,0.000943
1.421913,1.421862,1.420975,0.000887
1.422260,1.422139,1.421321,0.000818
1.422606,1.422493,1.421668,0.000825
1.422952,1.422855,1.422014,0.000841
1.423299,1.423275,1.422360,0.000915
1.423645,1.423507,1.422707,0.000800
1.423992,1.423923,1.423053,0.000870
1.424338,1.424252,1.423400,0.000852
1.424685,1.424582,1.423746,0.000836
1.425031,1.424934,1.424093,0.000842
1.425377,1.425314,1.424439,0.000875
1.425724,1.425634,1.424785,0.000849
1.426070,1.425950,1.425132,0.000819
1.426417,1.426263,1.425478,0.000785
1.426763,1.426775,1.425825,0.000951
1.427109,1.426954,1.426171,0.000783
1.427456,1.427305,1.426517,0.000788
1.427802,1.427696,1.426864,0.000833
1.428149,1.428117,1.427210,0.000907
1.428495,1.428352,1.427557,0.000796
1.428841,1.428796,1.427903,0.000893
1.429188,1.429055,1.428249,0.000805
1.429534,1.429412,1.428596,0.000816
1.429881,1.429819,1.428942,0.000877
1.430227,1.430169,1.429289,0.000880
1.430573,1.430441,1.429635,0.000806
1.430920,1.430838,1.429981,0.000856
1.431266,1.431240,1.430328,0.000912
1.431613,1.431628,1.430674,0.000954
1.431959,1.431878,1.431021,0.000857
1.432306,1.432251,1.431367,0.000884
1.432652,1.432556,1.431714,0.000842
1.432998,1.432908,1.432060,0.000848
1.433345,1.433295,1.432406,0.000888
1.433691,1.433632,1.432753,0.000879
1.434038,1.433922,1.433099,0.000823
1.434384,1.434247,1.433446,0.000802
1.434730,1.434744,1.433792,0.000952
1.435077,1.434968,1.434138,0.000829
1.435423,1.435331,1.434485,0.000847
1.435770,1.435766,1.434831,0.000935
1.436116,1.436030,1.435178,0.000852
1.436462,1.436307,1.435524,0.000783
1.436809,1.436792,1.435870,0.000922
1.437155,1.437052,1.436217,0.000835
1.437502,1.437488,1.436563,0.000925
1.437848,1.437780,1.436910,0.000871
1.438195,1.438130,1.437256,0.000874
1.438541,1.438431,1.437603,0.000828
1.438887,1.438740,1.437949,0.000791
1.439234,1.439116,1.438295,0.000821
1.439580,1.439548,1.438642,0.000906
1.439927,1.439912,1.438988,0.000924
1.440273,1.440155,1.439335,0.000820
1.440619,1.440579,1.439681,0.000898
1.440966,1.440857,1.440027,0.000829
1.441312,1.441248,1.440374,0.000875
1.441659,1.441600,1.440720,0.000880
1.442005,1.441926,1.441067,0.000859
1.442351,1.442358,1.441413,0.000945
1.442698,1.442685,1.441759,0.000925
1.443044,1.442964,1.442106,0.000858
1.443391,1.443291,1.442452,0.000839
1.443737,1.443736,1.442799,0.000938
1.444083,1.444091,1.443145,0.000946
1.444430,1.444317,1.443491,0.000825
1.444776,1.444649,1.443838,0.000811
1.445123,1.444995,1.444184,0.000811
1.445469,1.445400,1.444531,0.000869
1.445816,1.445731,1.444877,0.000854
1.446162,1.446019,1.445224,0.000795
1.446508,1.446496,1.445570,0.000926
1.446855,1.446865,1.445916,0.000948
1.447201,1.447145,1.446263,0.000882
1.447548,1.447552,1.446609,0.000943
1.447894,1.447783,1.446956,0.000827
1.448240,1.448133,1.447302,0.000831
1.448587,1.448477,1.447648,0.000829
1.448933,1.448849,1.447995,0.000854
1.449280,1.449224,1.448341,0.000883
1.449626,1.449516,1.448688,0.000829
1.449972,1.449924,1.449034,0.000890
1.450319,1.450218,1.449380,0.000837
1.450665,1.450589,1.449727,0.000862
1.451012,1.450883,1.450073,0.000810
1.451358,1.451221,1.450420,0.000801
1.451705,1.451608,1.450766,0.000842
1.452051,1.452050,1.451113,0.000938
1.452397,1.452262,1.451459,0.000803
1.452744,1.452697,1.451805,0.000891
1.453090,1.453011,1.452152,0.000859
1.453436,1.453312,1.452498,0.000814
1.453783,1.453726,1.452845,0.000882
1.454129,1.453976,1.453191,0.000785
1.454476,1.454349,1.453537,0.000812
1.454822,1.454798,1.453884,0.000915
1.455169,1.455141,1.454230,0.000911
1.455515,1.455423,1.454577,0.000847
1.455861,1.455817,1.454923,0.000894
1.456208,1.456189,1.455269,0.000919
1.456554,1.456552,1.455616,0.000936
1.456901,1.456851,1.455962,0.000889
1.457247,1.457146,1.456309,0.000837
